text,relation
"Furthermore , AKT phosphorylates and activates pro-survival protein XIAP ( X linked inhibitor of apoptosis protein ) , resulting in an increase of binding of XIAP to caspases 3 , 7 and 9 and inhibition of these caspases , the activities of which are essential for apoptosis induction .",1
"Activation of PAR1 also promotes the binding of b-arrestin 2 to DVL , playing a role in PAR1 induced DVL phosphorylation dynamics .",1
BRCA1 interacts with ERalpha and represses ERalpha mediated transcriptional activity either in an estradiol ( E2 ) - dependent  or -independent manner .,1
"Moreover , some PKC isoforms interact with Akt although their specific effect on Akt activity is isoform dependent    ; it has also been demonstrated that high glucose induced Akt activation , in a PKCbeta dependent manner    .",0
"ASB2 and Skp2 associate with each other to bridge the formation of a non canonical cullin1- and cullin5 containing dimeric ubiquitin ligase complex and promote the polyubiquitination and degradation of Jak3 ( Nie et al. ,     ; Wu and Sun ,     ) .",0
"Exogenous Wnt1 , 3a , and 5a promote satellite cell proliferation , whereas Wnt4 and 6 inhibit it .",0
NAC treatment reduced the induction of p-Src 416  in hypoxia by approximately 30 % with a concomitant 17 % reduction of GTP bound Ras .,0
"Furthermore , knockdown of either ERK1 or ERK2 reduced HU induced ATR activation , CHK1 S345 phosphorylation , p53 S15 phosphorylation , and gammaH2AX .",0
"This study suggested that IGFBP3 might inhibit both the PI3K/AKT/PKB and the Ras/Raf/MAP kinase signalling pathways in lung cancer cells , as PI3K mediates the phosphorylation of BAD on serine 136  and MAPK mediates the phosphorylation of BAD on serine 112  .",0
GTP bound RAG-A ( or B ) and GDP bound RAG-C ( or D ) can then recruit mTORC1 to the lysosome membrane where it is activated by RHEB ( middle left ) .,1
"A homolog of Mdm2 , MdmX ( or Mdm4 ) , can similarly bind p53 and inhibit p53 dependent transactivation although unlike Mdm2 it lacks E3 ubiquitin ligase activity .",1
"This regulatory mechanism is inhibited when Beclin 1 is bound by WASH ; ( f ) In macrophages recognizing LPS , Beclin 1 is ubiquitinated by the RING-type ligase TRAF6 .",0
"Moreover , the acetylated tumor suppressive FoxO1 can bind to ATG7 , which is an important regulator in autophagosome expansion , and the FoxO1 and ATG7 complex may impact autophagy in human colon cancer HCT116 cells or in HeLa cells .",0
"However , miR-17-5p / 20a function independently on p53 .  They also inhibit p21 indirectly by increasing murine double minute 2 ( MDM2 ) , a negative regulator of p21 , which is also promoted by PI3K and Akt signaling in GC .",0
"Transcription factor , Jun dimerization protein 2 ( JDP2 ) , binds directly to histones and DNAs and then inhibits the p300 mediated acetylation both of core histones and of reconstituted nucleosomes that contain JDP2 recognition DNA sequences .",0
"To explore the mechanism by which ERK kinase modulates FBW7 stability , we investigated whether there is a direct interaction between FBW7 and ERK1 .",0
"T345 phosphorylation promotes the association between EZH2 and HOTAIR , whereas T416 phosphorylation induces the binding of NIPP1 to EZH2 , and both T345 and T416 phosphorylation are critical for the recruitment of EZH2 to specific loci .",0
"The strong association of Raf-RBD with Ras-GTP versus Ras-GDP  supports MCP110 disruption of the Ras and Raf complex , but the selectivity of MCP110 to disrupt interactions between Ras and Raf versus other GTPase and RBD pairs has also not yet been determined .",0
"ERK and JNK have positive effects on ARE mediated activities and Nrf2 transactivation , while phosphorylation of Nrf2 by p38 increases Keap1 and Nrf2 binding and therefore inhibits Nrf2 activity .",0
"Raf then phosphorylates Mek ( Mek1 and Mek2 ) , which in turn phosphorylates Erk1 and Erk2 , the only known Mek1 and 2 substrates .",1
"Both p29ING4 and p28ING5 can form complexes with p300 and p53 and induce K382 acetylation , resulting in increased p21 expression as well as induction of apoptosis .  p33ING2 also enhances the p300-p53 interaction and increases p300 mediated K382 acetylation of p53 , although this is associated with p53 dependent cellular senescence .",0
"Phosphorylated R-Smad binds Smad4 forming a R-Smad and Smad4 complex , as well as forming homo-oligomeric complexes , which translocate to the nucleus and directly interact with DNA , resulting in the recruitment of coactivators or chromatin remodeling components .",0
"In 3T3L1 adipocytes , in basal state , Galphai and Gbeta were associated with the IGF-1R , while IGF-1 stimulation increased the IGF-1R / Galphai association , releasing the Gbeta subunits .",0
"Western blotting results show that GGPP partially restores both phosphorylation of AKT and ERK1 and 2 , while FPP restores phosphorylation of ERK1 and 2 and has less effect on AKT .",0
"PU .1 , a member of the Ets family of oncoproteins , inhibits CBP mediated acetylation of globin transcription factor-1 ( GATA-1 ) and erythroid Kruppel like factor ( EKLF ) , as well as of histones , and disrupts acetylation dependent transcriptional events .",0
"Formation begins with the binding of isolated membrane by the Beclin and 1 complex .  This recruits further Atg proteins to the membrane , via nucleation , and initiates the elongation of the membrane by the Atg 12/5/16L complex .",1
"In the Ras-Raf-MEK-ERK-MAPK cascade Ras binds to and promote activation of Raf and activated Raf , in turn , phosphorylates and activates the mitogen activated protein kinase and extracellular signal regulated kinase ( ERK ) kinase MEK1 and MEK2 dual specificity kinases .",1
"TAF-1beta and pp32 have also been shown to interact with estrogen receptor ( ERalpha ) , to inhibit the ERalpha mediated activation of transcription , and to inhibit the activation of ERalpha acetylation by p300 .",0
Metformin activates AMPK which in turn can activate p53 ( AMPK phosphorylates p53 on serine-15 ) .,0
Receptor trimerisation results in recruitment of several death domains ( DD ) and eventually recruitment and activation of caspase-8 and caspase-10 .,1
"Since Rab 25 binds to Rab11 FIP1 and RCP , it is hypothesized that interaction between them may control alpha5beta1 trafficking .",0
This observation strongly suggested that calmodulin inhibited Shoc2 mediated binding of Ras to Raf1 and that Ca 2+  suppressed this calmodulin inhibition of Ras binding to Raf1 .,0
Neurofibromin inactivates Ras by accelerating the conversion of active Ras-GTP to inactive GDP bound Ras with its Ras-GTPase activity .,0
"mTOR exists in two complexes : the TORC1 complex , in which mTOR is bound to Raptor ; and the TORC2 complex , in which mTOR is bound to Rictor .",0
"Bevacizumab binds to VEGF and inhibits VEGF receptor binding ( a pro-angiogenic cytokine ) , thereby preventing the growth and maintenance of tumor blood vessels .",1
"Mechanistically , Nutlin-3 acts by releasing the E2F1 and p73 complex from inhibitory MDM2 binding , while doxorubicin promotes phosphorylation of E2F1 by Chk1 and Chk2 kinases , thus stabilizing E2F1 and promoting E2F1 mediated TA-p73 transcription and activation ( see above ) .",0
All mTOR inhibitors form a complex with the intracellular immunophilin FKBP12 and inhibit mTOR .,1
"It was also shown that trichostatin A ( TSA ) causes marked phosphorylation of Sp1 at Ser 641 by PKCzeta in JAR and MCF-7 cells , indicating that phosphorylation of Sp1 by phosphatidylinositol 3-kinase ( PI3K ) / PKCzeta is critical for TSA activated lutropin and choriogonadotropin receptor ( LHR ) gene expression .",0
"Our study showed that the BBR inhibited HIF-1alpha expression , thereby inhibited the VEGF and PEDF ratio in lung cancer cells .  It is possible that BBR inhibited HIF-1alpha protein accumulation in lung cancer cells , and then suppressed the expression of the related genes which are involved in tumor cell proliferation .",1
"TSC2 phosphorylation by Akt represses GAP activity of the TSC1 and TSC2 complex , allowing Rheb to accumulate in a guanosine-5 ' - triphosphate ( GTP ) - bound state .",0
"Second , IRS1-6 docking proteins , when phosphorylated by IR , bind preferably PI3K , whereas their binding to Grb2-SOS is weak .",0
"d , SMYD3 catalytic activity promotes MAP3K2 induced phosphorylation of MEK1 and 2 .",0
"However , while Raf-1 binding to MST2 is induced by stress and reduced by mitogens , A-Raf binds to MST2 constitutively and seems to promote the survival of cancer cells by restraining MST2 mediated apoptosis .",0
"Activation of PAR1 also promotes the binding of b-arrestin 2 to DVL , playing a role in PAR1 induced DVL phosphorylation dynamics .",0
"MP-1 interacts specifically with MEK1 and ERK1 , enhances their interaction and recruits these complexes to late endosomes .",0
"Stimulation of the IGF-IR activates the PI3K/Akt/mTOR cascade and triggers an mTOR dependent decrease in IRS-1 expression and phosphorylation , leading to PI3K/Akt/mTOR inactivation    .",0
"In addition , PI3K interacts with Ras and is directly activated by Ras binding to p110 [  -  ] .",0
IR induced YB-1 phosphorylation is mediated by erbB1 dependent PI3K and Akt and MAPK and ERK pathways,0
"More importantly , knockdown of HDAC7 abrogates basal and TNFalpha induced PML sumoylation and reduces PML protein levels and PML NB formation   .",0
"In mammals , in the presence of RASSF1A and a DNA damage signal , LATS1 phosphorylation of YAP maintains a pool of YAP in the nucleus which switches binding partner from the antiapoptotic , YAP and TEAD complex to a proapoptotic YAP and p73 complex .",1
"The FTS induced Ras inhibition also inhibits c-jun phosphorylation , thus dispersing the c-jun and JDP2 heterodimer and allowing galectin-7 transcription .",0
"The full-length hDMP1alpha corresponds to murine Dmp1 , which directly binds to the Arf promoter and positively regulates the p19 Arf -p53 pathway .",1
Hif1 dependent transcription requires the dimerization of Hif1alpha ( or Hif2alpha ) with Hif1beta ( also called aryl hydrocarbon receptor nuclear translocator ) and the recruitment of coactivators such as CBP and p300 .,0
E3 ubiquitin ligase MDM2 binds to TP53 and promotes degradation of p53 through ubiquitin-proteasome pathway .,2
"ERK and JNK have positive effects on ARE mediated activities and Nrf2 transactivation , while phosphorylation of Nrf2 by p38 increases Keap1 and Nrf2 binding and therefore inhibits Nrf2 activity .",1
Our studies also demonstrated that nuclear IKKalpha binds directly to CBP and phosphorylates its HAT domain at Ser1382 and Ser1386 to enhance the enzymatic activity of CBP on histone acetylation            .,0
"Ras proteins exhibit intrinsic low-level hydrolytic activity and are negatively regulated by GTPase activating proteins ( GAPs ) such as neurofibromin ( Nf1 ) , which stimulate GTP hydrolysis and formation of inactive RAS-GDP           .",0
"Thus , the interaction between PI3KC2beta and Ras17N raises the possibility that the PI3KC2beta-RBD interacts with either RasGDP or nucleotide-free Ras .",0
This observation strongly suggested that calmodulin inhibited Shoc2 mediated binding of Ras to Raf1 and that Ca 2+  suppressed this calmodulin inhibition of Ras binding to Raf1 .,0
"In addition to growth factor receptor mediated activation of AMPK , repression of mTOR signaling through the AMPK and TSC complex has been linked to ATM , which for the first time was indicated to act via a novel cytoplasmic signaling pathway .",0
"Active Rac binds PAK , which is not only a Rac effector but also interacts with PIX , which in turn stimulates Rac .",0
"While SMAD3 contributes to activation of AR transcriptional activity , SMAD4 , together with SMAD3 can also interact with AR and repress AR mediated transcription .",1
This is achieved by preventing mTORC1 binding to ULK complexes .  This leads to ULK1 phosphorylation of ATG13 and FIP200 and autophagosome formation [  -  ] .,0
Binding of PARP-1 to the transcription factor E2F-1 increases E2F-1 promoter activity and expression of the E2F-1-responsive oncogene Myc ( c-Myc ) .,0
The Germinal Center Kinase GCK-1 also binds directly to MPK-1 and inhibits MPK-1 phosphorylation in the pachytene region of the germline .,1
"Notably , MEK1-DD overexpression attenuated the sorafenib induced inhibition of ERK1 and 2 phosphorylation and the dephosphorylation of the downstream target Bad , yet did not alter sorafenib induced Mcl-1 downregulation and cleavage .",0
"In the alternative pathway , activation of IKKalpha occurs by the activity of NF-kappaB inducing kinase ( NIK ) that leads to the phosphorylation and processing of p100 bound to RelB , generating p52 and RelB heterodimers , which in turn translocate to nucleus to activate gene transcription .",1
"Mechanistically , Nutlin-3 acts by releasing the E2F1 and p73 complex from inhibitory MDM2 binding , while doxorubicin promotes phosphorylation of E2F1 by Chk1 and Chk2 kinases , thus stabilizing E2F1 and promoting E2F1 mediated TA-p73 transcription and activation ( see above ) .",0
"However , in PCa , BRCA1 can bind STAT3 to promote JAK and STAT3 activation .",1
"Similarly , Grb2 K56R  reduced EGF induced phosphorylation of ERK in CMT-93 cells           .",0
In vitro binding and kinase assays showed that IKKalpha directly binds cyclin D1 and phosphorylates it at Thr286 .,1
"Binding of EHEC NleH1 to RPS3 inhibits RPS3 phosphorylation by IKKbeta , which sequesters RPS3 in the cytoplasm and prevents its nuclear translocation , thereby disrupting transcriptional up regulation of RPS3 dependent genes .",1
"The strong association of Raf-RBD with Ras-GTP versus Ras-GDP  supports MCP110 disruption of the Ras and Raf complex , but the selectivity of MCP110 to disrupt interactions between Ras and Raf versus other GTPase and RBD pairs has also not yet been determined .",0
"However , while Raf-1 binding to MST2 is induced by stress and reduced by mitogens , A-Raf binds to MST2 constitutively and seems to promote the survival of cancer cells by restraining MST2 mediated apoptosis .",1
"FPT III , a potent and selective inhibitor of the enzyme farnesyl transferase ( FTase ) , efficiently prevents Ras farnesylation     .",0
"Pharmacologic inhibition of Akt , with PIA6 , a phosphatidylinositol ether lipid analogue , blocks BDNF induced phosphorylation of Akt and the downstream target of Akt .",0
"PGA 1  was unable to induce hSprouty2 tyrosine phosphorylation , or hSprouty2 binding to c-Cbl , in sharp contrast to the results obtained after EGF treatment , and in agreement with a PGA 1  signaling pathway independent of RTK activation .",0
"Consequently , the two-site binding between Keap1 and Nrf2 is disrupted , and the E3 ligase activity of the Keap1 and Cul3 complex is inactivated .",0
"In this study , we demonstrated that Ras induced RbAp46 expression forms a complex with HDAC1 and Sp1 , which further binds to the Sp1 site of the RECK promoter and suppresses RECK expression .",1
"beta1AR and EGFR form a complex at the plasma membrane and their interaction depends on beta1AR phosphorylation by GRK and on recruitment of beta-arrestin , which is required to maintain prolonged beta1AR-EGFR interaction and to retain ERKs activation in the cytosol .",0
"The lack of GAB1 phosphorylation by EGFR leads to phospho-ERK changes that are qualitatively similar to the changes induced by the lack of GAB1-PIP 3  binding , whereas the effects of IRS depletion are qualitatively similar to the effects of disruption of IRS-SHP2 interactions .",0
Recruitment of SAP18 to GLI via binding to the negative GLI regulator Suppressor of Fused ( SUFU )       is crucial for efficient repression of GLI target genes          .,2
"Second , IRS1-6 docking proteins , when phosphorylated by IR , bind preferably PI3K , whereas their binding to Grb2-SOS is weak .",1
"Cytoplasmic p53 also binds to high mobility group box 1 ( HMGB1 ) preventing formation the HMGB1 and Beclin 1 complex , and inhibiting autophagy .",0
"Together , these results indicate that MCP110 can inhibit the physical interaction between Ras and Raf , as well as at least one functional consequence of that interaction , namely signaling to the downstream effector MAP kinases , ERK1 and 2 .",0
"In summary , by exploring signaling pathways unique to PDAC and absent from other types of cancer , we demonstrated for the first time that the oncogenic KRAS-MAPK signaling cascade , one of the major driving forces for PDAC progression , phosphorylates the tumor suppressor FBW7 at the T205 site and promotes FBW7 ubiquitination and destruction .",1
"Similar to CDK1 and 2-induced PML phosphorylation , phosphorylation of PML by ERK2 facilitates the recruitment of Pin1 , which promotes PML proteasomal degradation .",1
"Phosphorylated Ksr can also function as a transactivator ; however , since Raf binding to Ksr induces limited kinase activity     , in quiescent cells the constitutive association of Ksr with B-Raf may serve to prevent C-Raf binding to B-Raf , safeguarding against undue activation of the pathway     .",0
",    Distinct from the mechanisms of GAPs , PHLPP binds to the nucleotide-free Ras , which occurs during Ras switching from GTP bound form to GDP bound form , and in turn abrogates Ras binding with GTP , further leading to repression of downstream ERK pathway activation .",1
"Gigoux et al. , ( 2002 ) reported that the interaction between Aurora-A and RasGAP , a negative Ras regulator , decreased the kinase activity of Aurora-A .",0
"TGFbeta signaling induces the ubiquitination of KLF4 by Cdh1 and APC , and this pathway is important for TGFbeta mediated transcription regulation .",0
"Because we and others have shown that IR induces activation of erbB1 in a ligand independent manner , we tested whether the IR induced YB-1 phosphorylation shown in Figure    could be blocked by erbB1 tyrosine kinase inhibitors .",0
The cellularly abundant GTP displaces the wt Ras bound Cdc25 to produce the GTP bound wt Ras .,1
"Vesuna and colleagues  reported that TWIST , a gene overexpressed in high-grade BC , promotes downregulation of ER through the recruitment of HDAC1 and reduced expression of ER through the recruitment of DNMT3B .",2
"While the sumoylation                             of p53 by PIAS1 has been demonstrated , a mutated PIAS1 lacking the RING                             finger like domain and defective in promoting p53 sumoylation was sufficient to                             activate p53 .",0
"Specifically , FOXO1 phosphorylated by AKT translocates to the cytosol where it is ubiquitinated by Skp2 and subjected to proteasome dependent degradation ( Huang et al. ,     ) .",1
The direct association between prohibitin and nuclear hormone receptor complexes ( ER and AR ) has further revealed the functions of prohibitin in transcriptional regulation of diverse genes and suggests the potential importance of prohibitin in breast and prostate cancers .,2
"Among them , we found that a PLC inhibitor U73122 suppressed EGF induced ERK activation and phosphorylation to ca. 50 % of the control .",0
p53 has been reported to be induced by AMPK through phosphorylation on serine 15 in response to nutrient stress resulting in a starvation induced growth arrest  although it has been pointed out that the AMPK phosphorylation site in p53 ( serine 15 ) is a weak AMPK consensus site  and thus perhaps that effects of AMPK activation on p53 are indirect .,0
"Monomeric Amyloid-beta triggers the JNK1 mediated phosphorylation of Bcl-2 and therefore frees Beclin1 in order to induce autophagy , while Amyloid-beta oligomers block this phosphorylation , which strengthens the Bcl2-Beclin 1 interaction and results in autophagy-suppression and apoptosis .",0
This observation strongly suggested that calmodulin inhibited Shoc2 mediated binding of Ras to Raf1 and that Ca 2+  suppressed this calmodulin inhibition of Ras binding to Raf1 .,0
"The FTS induced Ras inhibition also inhibits c-jun phosphorylation , thus dispersing the c-jun and JDP2 heterodimer and allowing galectin-7 transcription .",1
The dual PI3K and mTOR inhibitors suppressed the rapamycin resistant phosphorylation of eukaryotic initiation factor 4E binding protein 1 .,0
"For example , RGS6 ( regulator of G protein signaling 6 ) is a newly identified activator of p53 dependent apoptosis in response to doxorubicin ( adriamycin ) .  Separate work showed it can bind Tip60 and block Ras induced transformation by facilitating Tip60 acetylation and subsequent degradation of Dnmt1 ( DNA methyltransferase 1 ) , ultimately promoting apoptosis .",1
"However , while Raf-1 binding to MST2 is induced by stress and reduced by mitogens , A-Raf binds to MST2 constitutively and seems to promote the survival of cancer cells by restraining MST2 mediated apoptosis .",0
AMPK directly phosphorylates Raptor in an LKB1 dependent manner leading to the binding of 14-3-3 proteins to Raptor and subsequent inhibition of mTORC1 .,1
"Furthermore , AKT phosphorylates and activates pro-survival protein XIAP ( X linked inhibitor of apoptosis protein ) , resulting in an increase of binding of XIAP to caspases 3 , 7 and 9 and inhibition of these caspases , the activities of which are essential for apoptosis induction .",1
"In contrast to rapamycin and rapalogs , dual PI3K and mTOR inhibitors targeted both mTOR complex 1 and mTOR complex 2 , and inhibited the rapamycin resistant phosphorylation of eIF4B-1 and inhibited protein translation of many gene products associated with oncogenesis ( enhanced proliferation ) in leukemic cells .",0
"The inhibition of TSC complex releases the inhibitory effect of TSC on the GTP bound Rheb ( Ras homolog enhanced in brain ) , which controls the activity of mTORC1 .",0
"Following initial PI3K stimulation and production of PIP 3 , IRS and GAB1 bind PIP 3  and get phosphorylated by IR or EGFR and Src .",1
"Hence , TS4 bound to lectin receptor on C6 membranes could still associate to NKR-P1 , leading to NK cell activation and glioma destruction .",0
"MEK and ERK induced phosphorylation and activation of the JUN and AP1 transcription factor is the critical event at the terminal end of the EGFR cascade , inducing binding of activated JUN and GLI to common HH-EGFR target promoters , thereby cooperatively regulating target gene expression and transformation        .",2
Melatonin also suppresses p300 histone acetyltransferase activity and p300 mediated NF-kappaB acetylation in the human vascular smooth muscle cell line CRL1999 .,0
"In contrast , Sp1 was steadily co-immunoprecipitated with RbAp46 and HDAC1 , suggesting that Sp1 is not regulated by Ras as well as RbAp46 and may function as a docking protein for HDAC1 and RbAp46 complex formation .",1
"The FTS induced Ras inhibition also inhibits c-jun phosphorylation , thus dispersing the c-jun and JDP2 heterodimer and allowing galectin-7 transcription .",1
"The mechanisms through which MC1R variants associated with red hair and fair skin predispose to melanoma were not understood until recently , when it was shown that wild-type but not variant MC1R protein associates with PTEN and protects it from degradation after UVB exposure .  Disrupted MC1R-PTEN association was shown to be responsible for the oncogenic transformation promoted by MC1R variants in presence of BRAFV600E .",0
"p66Shc promotes a trimetric complex formation between EpS8 , E3b1 and Sos1 , which in turn leads to increased Rac1 activity           .",0
"Importantly , concurrent AKT and ERK inhibition did induce phosphorylation of the DNA damage marker gammaH2AX .",0
ASK1inhibits NFB activation by interfering with the formation of the TRAF6 and TAK1 complex that mediates interleukin-1 induced TAK1 activation .,0
"TSC2 phosphorylation by Akt represses GAP activity of the TSC1 and TSC2 complex , allowing Rheb to accumulate in a GTP bound state .",0
"For instance , BIBW2992 ( Tovok ) binds irreversibly to EGFR and HER2 and can inhibit both wild type EGFR and activated mutants of EGFR and HER2    .",1
"For instance , upon EGF stimulation EPS15 interacts directly with NEDD4 via its UBD and is ubiquitinated by NEDD4 , a homologous to the E6AP carboxyl terminus ( HECT ) E3 ligase .",1
"This low expression level is well explained by the finding that cylin A and CDK2 phosphorylates the CDK inhibitor p27 and triggers its destruction by the oncoprotein SCF-SKP2 in many cancer types    , such as oral squamous cell carcinoma    .",0
c-Myc can form a complex with the lymphoid enhancer binding factor 1 ( LEF-1 ) transcription factor and bind the promoter regions of the BCL2 and BIRC5 ( survivin ) genes which leads to the prevention of apoptosis .,1
"It was also shown that trichostatin A ( TSA ) causes marked phosphorylation of Sp1 at Ser 641 by PKCzeta in JAR and MCF-7 cells , indicating that phosphorylation of Sp1 by phosphatidylinositol 3-kinase ( PI3K ) / PKCzeta is critical for TSA activated lutropin and choriogonadotropin receptor ( LHR ) gene expression .",0
"In addition , heat shock protein 90 ( HSP90 ) can interact with Sp1 during mitosis to alter the phosphorylation of Sp1 at Thr278 and 739 by JNK1 and increase Sp1 protein stability .",1
"Active Rac binds PAK , which is not only a Rac effector but also interacts with PIX , which in turn stimulates Rac .",1
"The strong association of Raf-RBD with Ras-GTP versus Ras-GDP  supports MCP110 disruption of the Ras and Raf complex , but the selectivity of MCP110 to disrupt interactions between Ras and Raf versus other GTPase and RBD pairs has also not yet been determined .",0
"Upon activation of TLR4 by LPS , they disrupt the interaction between Beclin 1 and its inhibitor Bcl-2 .",0
"Upon Wnt ligand interaction with its receptor , beta-catenin sequestered by the Adenomatous Polyposis Coli ( APC ) / axin degradation complex is released and re-localized to the nucleus , where it interacts with TCF and LEF or other co-factors to form a transcriptional complex able to modulate the expression of a number of target genes .",1
"When stable ( most often as a result of phosphorylation via ATM kinase ) , p53 acts to up-regulate p21 , which then binds to the cyclinE and CDK2 complex          .",2
ASK1inhibits NFB activation by interfering with the formation of the TRAF6 and TAK1 complex that mediates interleukin-1 induced TAK1 activation .,0
They later reported that testicular protein kinase 1 ( TESK1 ) attenuates the ability of Spry2 to inhibit the growth factor actions in a way independent of its kinase activity and primarily by interfering with Spry2 and Grb2 interactions and dephosphorylation of serine residues by PP2A .,1
These interactions between EGFRvIII and HER2 and CXCR4 may be prolonged in comparison to interactions between EGFR1 and HER2 and CXCR4 as it is more difficult to down regulate the constitutive nature of EGFRvIII .,0
"demonstrated that hexokinase II ( HKII ) , the mitochondria located enzyme responsible for the first step of glycolysis , binds to and inhibits mTORC1 , and that this interaction is enhanced by glucose deprivation , namely by a decrease in glucose-6-phosphate levels .",0
"Furthermore , Twist-1 has been reported to repress p53 mediated gene transcription and stability via inhibition of p300 mediated acetylation of p53 ( Hamamori et al. ,     ) .",0
The PI3KC2beta and Ras complex may then translocate to distal sites such as early endosomes ( EE ) where ITSN1 then binds to PI3KC2beta leading to the release of nucleotide-free Ras and activation of the lipid kinase activity of PI3KC2beta .,1
"As part of checkpoint responses to cisplatin , HIPK2 induces PCAF mediated acetylation of p53 at K320 , which leads to p53 dependent transactivation of p21 but not other targets ( e.g. , p53AIP1 ) .",0
"By interacting with Beclin1 , Bcl-2 blocked Beclin 1 interaction with PI3KIII and Vps34 , decreased PI3KIII activity and downregulated autophagy    .",0
This observation strongly suggested that calmodulin inhibited Shoc2 mediated binding of Ras to Raf1 and that Ca 2+  suppressed this calmodulin inhibition of Ras binding to Raf1 .,0
"In summary , both mechanisms of MAPK and PPAR-gamma interaction described above ( i.e. , the MAPK mediated PPAR-gamma phosphorylation as well as the MEK-1 driven nucleo cytoplasmic shuttle of PPAR-gamma ) , may represent a way for enabling PPAR-gamma nuclear genomic activity and support the protumor and antiapoptotic role of IGFI system and its downstream signal-transduction components Ras/Raf/MEK / ERK .",0
"The strong association of Raf-RBD with Ras-GTP versus Ras-GDP  supports MCP110 disruption of the Ras and Raf complex , but the selectivity of MCP110 to disrupt interactions between Ras and Raf versus other GTPase and RBD pairs has also not yet been determined .",0
Lin et al. showed that GSK3beta interacts with DNMT1 to phosphorylate DNMT1 at Ser410 and Ser414 and promotes binding of DNMT1 by betaTrCP leading to proteasomal degradation of DNMT1 .,0
Survival pathways activated by the binding of NGF to TrkA .,0
"TSC2 phosphorylation by Akt represses GAP activity of the TSC1 and TSC2 complex , allowing Rheb to accumulate in a GTP bound state .",0
"First , we observed that wild-type HA-ERK1 , but not kinase dead mutant , greatly increased the poly-ubiquitination of WT-FBW7 but not the T205A mutant .  Moreover , depletion of endogenous ERK1 and ERK2 by siRNA transfection or trametinib treatment significantly reduced the ubiquitination of FBW7 , indicating an important role for ERK kinase in regulating FBW7 ubiquitination .",0
"PA28gamma protein interacts with both MDM2 and p53 proteins and promotes the MDM2-p53 interaction , leading to enhanced MDM2 mediated p53 ubiquitination and degradation .  RYBP interacts with MDM2 to decrease MDM2 mediated p53 ubiquitination while RNF2 promotes p53 degradation .",0
"Although the SMRT corepressor returns to the chromatin bound NF and kappaB complex almost immediately after the active p50-RelA and p65 heterodimer binds to the promoter , IKKalpha remains associated with the chromatin and phosphorylates both p65 at Ser536 and SMRT at Ser2410 to prevent the recruitment and chromatin association of HDAC3 at the NF-kappaB-regulated promoter .  Displacement of HDAC3 from active NF-kappaB allows p300 to load and subsequently acetylate p65 at Lys310 , which is required for full NF-kappaB transcription .",0
"In addition , binding of nucleotide-free Ras to PI3KC2beta inhibits its lipid kinase activity .  The PI3KC2beta and Ras complex may then translocate to distal sites such as early endosomes ( EE ) where ITSN1 then binds to PI3KC2beta leading to the release of nucleotide-free Ras and activation of the lipid kinase activity of PI3KC2beta .",1
"LTF treatment inhibits cyclin D1 expression and Rb phosphorylation , and increases levels of p21 and p27 expression .  Upregulation of p21 and p27 may downregulate the expression of cyclin D1 and Rb phosphorylation contributing to NPC growth inhibition .",0
"When stable ( most often as a result of phosphorylation via ATM kinase ) , p53 acts to up-regulate p21 , which then binds to the cyclinE and CDK2 complex          .  This binding prevents downstream phosphorylation , and entry into the S phase , halting the cell cycle   .",0
"In tissue culture , JNK mediated phosphorylation of TA-p73 increases p73 transcriptional activity and stimulates induction of apoptosis after cisplatin treatment .  Similarly , p38 phosphorylates threonine residues of p73 and this event is fundamental to mediate p73 activation by c-Abl .",0
"We provide evidence and a model         illustrating how oncogenic , activated Ras can increase the DNA binding and transcription function of SAF-1 / MAZ transcription factor , a transcriptional regulator of VEGF .  In turn , high level of SAF-1 / MAZ , that is present in the breast cancer cells , increases Ras gene expression allowing more SAF-1 / MAZ activation by activating MAP kinase pathway .",0
", ,   Dissociation constants for binding of HBS 3 and HBS 7 to Ras were determined by fluorescence polarization assay using fluorescein labeled peptides with GDP bound Ras and under conditions known to promote nucleotide dissociation .  HBS 3 targets nucleotide-free Ras with a K D  of 28 + /- 4.8 microM and GDP bound Ras with a K D  of 158 + /- 16 microM .",0
"Snail forms a complex with EZH2 via histone deacetylase ( HDAC ) 1 and 2 and recruits it to E-cadherin promoter to suppress E-cadherin expression in NPC .  c-Myc interacts with EZH2 and suppresses miR-101 expression in HCC , whereas MYCN interacts with EZH2 and inhibits tumor suppressor clusterin in neuroblastoma .",0
"Two important regulatory steps for G1 and S transition are CDK2 and retinoblastoma ( Rb ) activation by active cyclin E and A-CDK 2 complexes .  While the PI3K and AKT and MEK and ERK pathways have both been implicated in regulating CDK2 , we found that AKT but not ERK inhibition was sufficient to inhibit CDK2 activation and block cell proliferation .",0
"Accordingly , it can be postulated that the oxidant , via targeting Ras Cys 51 , interferes with the wt Ras Cdc25 binding interaction and consequently restricts the catalytic action of Cdc25 on wt Ras .  Furthermore , given the similarity of the value of the K D  of the oxidant for the wt Ras and Cdc25 complex and that of the  app K I  of the oxidant for the ternary complex , the perturbation of the wt Ras Cdc25 binding interaction is likely the main factor that determines the oxidant mediated inhibition of the catalytic action of Cdc25 on wt Ras .",0
"In addition , in Rat-1 fibroblasts PA can associate with Raf-1 and target it to the membrane .  This Ras independent recruitment is important for the subsequent activation of Raf-1 by Ras in these cells and is required for further downstream signaling .",1
